what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1558716052275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716053947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716057728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716070400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716074493
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1558716076478
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716079790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1558716081212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716083493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716089447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716122493
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1558716123572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716125493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716127587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1558716127618
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716127665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716130806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716195603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716196837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716198853
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716198978
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1558716204212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1558716207322
started,bundle,org.eclipse.m2e.editor.xml,1.2.0.20120903-1050,"org.eclipse.m2e.editor.xml",1558716208431
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1558716208650
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1558716210868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716236103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716272962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716279337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716282056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716287790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716291306
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716291540
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716291650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716294993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716302822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1558716306775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1558716307572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716315212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716319290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716319697
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1558716321072
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716324759
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716329868
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716329868
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716330931
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716331775
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716332759
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716333415
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716334009
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1558716339212
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1558716341306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1558716346072
